Name,Description,Ocupation Wikidata Ids
SHEA HILLENBRAND,American baseball player,rancher|
HOYT WILHELM,American baseball player,"sportsperson|""baseball player""|"
CARL YASTRZEMSKI,American baseball player,"sportsperson|""baseball player""|"
JOSE CANSECO,American baseball player,"sportsperson|""baseball player""|"
JOHNNY BENCH,American baseball player,"sportsperson|""baseball player""|"
DARRYL STRAWBERRY,American baseball player,"sportsperson|""baseball player""|"
SANDY KOUFAX,American baseball player,"sportsperson|""baseball player""|"
WILLIE KEELER,American baseball player,"sportsperson|""baseball player""|"
LARRY DOBY,American baseball player,"sportsperson|""baseball player""|"
NOLAN RYAN,American baseball player,"sportsperson|""baseball player""|"
ROY CAMPANELLA,American baseball player,"sportsperson|""baseball player""|"
MARK PRIOR,American baseball player,"sportsperson|""baseball player""|"
NOMAR GARCIAPARRA,American baseball player,"sportsperson|""baseball player""|"
ROLLIE FINGERS,American baseball player,"sportsperson|""baseball player""|"
MIKE PIAZZA,American baseball player,"sportsperson|""baseball player""|"
DWIGHT GOODEN,American baseball player,"sportsperson|""baseball player""|"
BILL BUCKNER,American baseball player,"sportsperson|""baseball player""|"
BRIAN JORDAN,American baseball player,"sportsperson|""baseball player""|"
ROBERT FICK,American baseball player,"actor|""baseball player""|"
RYAN KLESKO,American baseball player,
SCOTT DOHMANN,American baseball player,
SCOTT ELARTON,American baseball player,
T. J. BEAM,American baseball player,
VAL MAJEWSKI,American baseball player,
WILLARD BROWN,American baseball player,
RON SWOBODA,American baseball player,
RON VILLONE,American baseball player,
ROYCE RING,American baseball player,
RUSS ORTIZ,American baseball player,
SAL FASANO,American baseball player,
SCOTT CASSIDY,American baseball player,
STEVE TRACHSEL,American baseball player,
TERRY MULHOLLAND,American baseball player,
TIM BAUSHER,American baseball player,
TIM MCCARVER,American baseball player,
TODD HUNDLEY,American baseball player,
TODD LINDEN,American baseball player,
BEN CHERINGTON,American baseball player,
RON FLORES,American baseball player,
SCOTT MUNTER,American baseball player,
SHAWN ESTES,American baseball player,
STEVE LUEBBER,American baseball player,
TIM HAMULACK,American baseball player,
TONY WOMACK,American baseball player,
TRAVIS DRISKILL,American baseball player,
RYAN DRESE,American baseball player,
SETH MCCLUNG,American baseball player,
SPARKY LYLE,American baseball player,
TONY KUBEK,American baseball player,
WES LITTLETON,American baseball player,
MOSES FLEETWOOD WALKER,American baseball player and author,baseball player|
ELSTON HOWARD,American baseball player and coach,baseball player|
SATCHEL PAIGE,American baseball player and coach,baseball player|
CHARLIE GEHRINGER,American baseball player and coach,baseball player|
BILL DICKEY,American baseball player and coach,baseball player|
TREY HILLMAN,American baseball player and coach,baseball player|
TONY LAZZERI,American baseball player and coach,baseball player|
RON WASHINGTON,American baseball player and coach,baseball player|
JOEY CORA,American baseball player and coach,baseball player|
LEE MAZZILLI,American baseball player and coach,baseball player|
BOBBY MEACHAM,American baseball player and coach,baseball player|
JIM LEMON,American baseball player and coach,baseball player|
RON GUIDRY,American baseball player and coach,baseball player|
GEORGE SISLER,American baseball player and coach,baseball player|
MIKE SCIOSCIA,American baseball player and coach,baseball player|
CHARLIE MANUEL,American baseball player and coach,baseball player|
WHITEY HERZOG,American baseball player and coach,baseball player|
OSCAR CHARLESTON,American baseball player and coach,baseball player|
JOHN WETTELAND,American baseball player and coach,baseball player|
SAM PERLOZZO,American baseball player and coach,baseball player|
BUDDY BAILEY,American baseball player and coach,baseball player|
CHUCK HERNANDEZ,American baseball player and coach,baseball player|
ED OTT,American baseball player and coach,baseball player|
JIM KAAT,American baseball player and coach,baseball player|
LEO MAZZONE,American baseball player and coach,baseball player|
MEL STOTTLEMYRE,American baseball player and coach,baseball player|
TOMMY LASORDA,American baseball player and coach,baseball player|
BILL MADLOCK,American baseball player and coach,baseball player|
ERNIE BANKS,American baseball player and coach,baseball player|
KEN MACHA,American baseball player and coach,baseball player|
MIKE HARGROVE,American baseball player and coach,baseball player|
ROGER MCDOWELL,American baseball player and coach,baseball player|
WILLIE RANDOLPH,American baseball player and coach,baseball player|
DON BAYLOR,American baseball player and coach,baseball player|
GREGG RITCHIE,American baseball player and coach,baseball player|
JOHN TAMARGO,American baseball player and coach,baseball player|
BRANCH RICKEY,American baseball player and coach,baseball player|
CHRIS CHAMBLISS,American baseball player and coach,baseball player|
DARIN ERSTAD,American baseball player and coach,baseball player|
OREL HERSHISER,American baseball player and coach,baseball player|
BOB GEREN,American baseball player and coach,baseball player|
HAROLD BAINES,American baseball player and coach,baseball player|
PAT CORRALES,American baseball player and coach,baseball player|
DON BUFORD,American baseball player and coach,baseball player|
MATT GALANTE,American baseball player and coach,baseball player|
TOM HOUSE,American baseball player and coach,baseball player|
LEO DUROCHER,American baseball player and coach,"baseball player|""author""|"
JOHNNY PESKY,American baseball player and coach,"officer|""baseball player""|"
CASEY STENGEL,American baseball player and coach,"sportsperson|""baseball player""|"
BOBBY BONDS,American baseball player and coach,"sportsperson|""baseball player""|"
TIM TEUFEL,American baseball player and coach,
ROY WHITE,American baseball player and coach,
TOMMY HENRICH,American baseball player and coach,
TONY BEASLEY,American baseball player and coach,
BOBBY VALENTINE,American baseball player and manager,baseball player|
NED YOST,American baseball player and manager,baseball player|
BRUCE BOCHY,American baseball player and manager,baseball player|
BOB MELVIN,American baseball player and manager,baseball player|
ERIC WEDGE,American baseball player and manager,baseball player|
STAN MUSIAL,American baseball player and navy professional,"sportsperson|""baseball player""|"
JERRY MANUEL,American baseball player| coach and manager,baseball player|
JOE MADDON,American baseball player| coach and manager,"baseball player|""gridiron football player""|"
JERRY NARRON,American baseball player| coach| manager,baseball player|
JOE TORRE,American baseball player| coach| manager,baseball player|
BUCK SHOWALTER,American baseball player| coach| manager,baseball player|
YOGI BERRA,American baseball player| manager| coach,baseball player|
JIM BOUTON,American baseball player| writer,baseball player|
BOB BAUER,American baseball player-maanger,baseball player|
TYLER CLIPPARD,American baseball relief pitcher,baseball player|
J. P. RICCIARDI,American baseball scout| manager and executive,baseball player|
KEVIN FRANDSEN,American baseball second baseman,baseball player|
FREDDY SANCHEZ,American baseball second baseman,baseball player|
JEFFREY MAIER,American baseball spectator,
BOB SHORT,American baseball team owner,
FRED WILPON,American baseball team president,
BILL KLEM,American baseball umpire,baseball player|
JERRY CRAWFORD,American baseball umpire,baseball umpire|
LARRY VANOVER,American baseball umpire,
JOHN HIRSCHBECK,American baseball umpire,
DICK PARSONS,American basketball and baseball coach,
JOHN WOODEN,American basketball coach,"officer|""basketball coach""|""basketball player""|"
KIM BARNES ARICO,American basketball coach,"basketball player|""basketball coach""|"
TEX WINTER,American basketball coach,basketball coach|
JEFF VAN GUNDY,American basketball coach,basketball coach|
DAN HUGHES,American basketball coach,basketball coach|
TOMMY LLOYD,American basketball coach,basketball coach|
STAN VAN GUNDY,American basketball coach,basketball coach|
NORM ROBERTS,American basketball coach,basketball coach|
LAWRENCE FRANK,American basketball coach,basketball coach|
C. VIVIAN STRINGER,American basketball coach,basketball coach|
ERIC MUSSELMAN,American basketball coach,basketball coach|
BOBBY GONZALEZ,American basketball coach,basketball coach|
ANDY LANDERS,American basketball coach,basketball coach|
JAMIE DIXON,American basketball coach,basketball coach|
KRISTY CURRY,American basketball coach,basketball coach|
SYLVIA HATCHELL,American basketball coach,
GEORGE RAVELING,American basketball coach and announcer,basketball coach|
DONNIE WALSH,American basketball coach and executive,"basketball coach|""basketball player""|"
BO RYAN,American basketball coach and former player,"basketball player|""sportsperson""|""basketball coach""|""teacher""|"
GREGG POPOVICH,American basketball coach and player,"sportsperson|""basketball coach""|"
MIKE FRATELLO,American basketball coach| sports broadcaster,"coach|""basketball coach""|"
JAN VOLK,American basketball executive,
GEORGE SHINN,American basketball executive,
DANNY AINGE,American basketball executive and former player,"sportsperson|""basketball player""|""baseball player""|""basketball coach""|"
SHANDON ANDERSON,American basketball forward and guard,"basketball player|""sportsperson""|"
C. J. HENRY,American basketball player,baseball player|
ROD THORN,American basketball player,"sportsperson|""baseball player""|""basketball coach""|""basketball player""|"
NAPOLEON HARRIS,American basketball player,"sportsperson|""gridiron football player""|""politician""|"
JOHN SALMONS,American basketball player,"sportsperson|""basketball player""|"
KENDRICK PERKINS,American basketball player,"sportsperson|""basketball player""|"
DANNY FERRY,American basketball player,"sportsperson|""basketball player""|"
SHAWN KEMP,American basketball player,"sportsperson|""basketball player""|"
VINCE CARTER,American basketball player,"sportsperson|""basketball player""|"
TAYSHAUN PRINCE,American basketball player,"sportsperson|""basketball player""|"
JERRY WEST,American basketball player,"sportsperson|""basketball player""|"
JASON TERRY,American basketball player,"sportsperson|""basketball player""|"
EARL BOYKINS,American basketball player,"sportsperson|""basketball player""|"
JERRY STACKHOUSE,American basketball player,"sportsperson|""basketball player""|"
MO WILLIAMS,American basketball player,"sportsperson|""basketball player""|"
DEVIN HARRIS,American basketball player,"sportsperson|""basketball player""|"
CARON BUTLER,American basketball player,"sportsperson|""basketball player""|"
MARDY COLLINS,American basketball player,"sportsperson|""basketball player""|"
AL JEFFERSON,American basketball player,"sportsperson|""basketball player""|"
CHARLIE VILLANUEVA,American basketball player,"sportsperson|""basketball player""|"
SEBASTIAN TELFAIR,American basketball player,"sportsperson|""basketball player""|"
STEVE BLAKE,American basketball player,"sportsperson|""basketball player""|"
DESHAWN STEVENSON,American basketball player,"sportsperson|""basketball player""|"
CEDRIC MAXWELL,American basketball player,"sportsperson|""basketball player""|"
